"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"00-2505","エアロバイク","","","","","EZ-101","F-09949","西４","0658400","運動訓練装置","054300","コンビウェルネス","西４","","エアロバイク","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2504","デジタル自動血圧計","","","","","HEM-7051T","3500845L","西４","0218010","電子血圧計","033800","オムロン","西４","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2503","自動便器洗浄消毒器","","","","","G-85","","西４","1296050","什器備品","014300","アトムメディカル","西４","","自動便器洗浄消毒器","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2502","電動処置台","","","","","","","西３","0301000","汎用診療・処置台","058800","サンコー","西３","","電動処置台","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2501","電子血圧計","","","","","H-55","06-H10                06-H100029","西３","0218010","電子血圧計","090000","テルモ","西３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2500","オキシパルス","","","","","NEO-100","170281703","西３","0217400","オキシメータ","024000","エア・ウォーター","西３","","オキシパルス","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2499","オキシパルス","","","","","NEO-100","170281705","西３","0217400","オキシメータ","024000","エア・ウォーター","西３","","オキシパルス","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2498","デジタル自動血圧計","","","","","HEM-762","200708         161502F","西３","0218010","電子血圧計","033800","オムロン","西３","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2497","電子血圧計","","","","","EW3100","","西３","0218010","電子血圧計","142900","松下電工","西３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2496","電子血圧計","","","","","EW3100","","西３","0218010","電子血圧計","142900","松下電工","西３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2495","電子血圧計","","","","","EW3100","","西３","0218010","電子血圧計","142900","松下電工","西３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2494","デジタル自動血圧計","","","","","HEM-762","200708         161432F","西３","0218010","電子血圧計","033800","オムロン","西３","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2492","自動血圧計","","","","","BP-103i","008875","西３","0218030","血圧モニタ","033820","オムロンコーリン","西３","","自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2490","清拭車","","","","","ﾅﾋﾞｸﾘｰﾝ3","080627179","西３","1296000","医療用什器備品","100300","ナビス","西３","","グリコヘモグロビン分析装置","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2489","清拭車","","","","","NS-910","9032018","西３","1296050","什器備品","014300","アトムメディカル","西３","","清拭車","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2487","デジタル自動血圧計","","","","","HEM-762","20070816145LF","西３","0218010","電子血圧計","033800","オムロン","西３","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2485","乾燥機","","","","","HD-200N","","西２階","1296000","医療用什器備品","014000","アズワン","西２階","","乾燥機","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2483","光線治療ユニット","","","","","PIT-22R","9040805","西１階","0612830","光線治療器","014300","アトムメディカル","西１階","","光線治療ユニット","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2482","超音波診断装置","2023/06/27 11:27:11","","119","新　外来A","vividS6","0661VS6","小児科","0212000","超音波画像診断装置","002520","GEヘルスケア・ジャパン","新　外来A","","超音波診断装置","","","固定資産","2009/03/27 0:00:00","False","","","","","","","","False","","","","","0"
"00-2479","閉鎖循環式保育器","2025/03/10 14:41:48","貸出中","115","新　NICU","Careo Basic Unit","ARZM-0024","新　ＭＥ室","0308000","閉鎖式保育器","098000","ドレーゲル・メディカル ジャパン","新　NICU","","閉鎖式保育器","","00001078-00","固定資産","2009/03/31 0:00:00","False","","","","","","","","False","","","","","0"
"00-2478","人工呼吸器","2014/04/24 9:46:00","","102","新　東4階(小児科)","Millennium","70784","新　ＭＥ室","0306000","人工呼吸器","024000","エア・ウォーター","新　ＭＥ室","","人工呼吸器","確認済","","固定資産","2007/01/01 0:00:00","False","","","","","","","","False","","","","","0"
"00-2476","ネブライザー","","","","","MMC-1400SDX","0806197","西２階","0376050","その他のネブライザ","067600","新鋭工業","西２階","","ネブライザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2475","パルスオキシメータ","","","","","ﾏｼﾓSET","315156","西２階","0221430","パルスオキシメータ","142200","マシモジャパン","西２階","","パルスオキシメータ","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2474","ネブライザー","","","","","ﾐﾘｺﾝN","","西２階","0376050","その他のネブライザ","067600","新鋭工業","西２階","","ネブライザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2473","超音波ネブライザー","","","","","ﾎﾞﾔｰｼﾞ","0706481","西２階","0376000","超音波ネブライザ","092600","東京エム・アイ商会","西２階","","超音波ネブライザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2472","デジタル体重計","","","","","BWB-627","96100042","西２階","0324000","身体測定用具","085400","タニタ","西２階","","体重計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2471","アクトカルディオグラフ","","","","","MT-516","9316E39","西１階","0221450","分娩監視装置","095800","トーイツ","西１階","","分娩監視装置","","","固定資産","2008/09/30 0:00:00","False","","","","","","","","False","","","","","0"
"00-2470","分娩監視装置","","","","","MT-516","9316E38","新　東4階(産婦人科)","0221450","分娩監視装置","095800","トーイツ","新　東4階(産婦人科)","","分娩監視装置","","","固定資産","2008/09/30 0:00:00","False","","","","","","","","False","","","","","0"
"00-2469","ネオガード","","","","","NS-30","","西１階","0221414","無呼吸モニタ","069400","スカイネット","西１階","","ネオガード","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2468","ネオガード","","","","","NS-30","","西１階","0221414","無呼吸モニタ","069400","スカイネット","西１階","","ネオガード","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2467","ネオガード　新生児・乳児無呼吸モニタ","","","","","NS-30","2242","西１階","0221414","無呼吸モニタ","069400","スカイネット","西１階","","ネオガード","","","固定資産","2008/03/31 0:00:00","False","","","","","","","","False","","","","","0"
"00-2466","ネオテーブル","","","","","ﾈｵﾃｰﾌﾞﾙ","","西１階","0301040","専用診療・処置台","014300","アトムメディカル","西１階","","ネオテーブル","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2465","デジタル体重計","","","","","BLB-12","","西１階","0324000","身体測定用具","085400","タニタ","西１階","","体重計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2463","分娩監視装置","","","","","MT-5730","9315A69","西１階","0221450","分娩監視装置","095800","トーイツ","西１階","","分娩監視装置","","","固定資産","2008/09/30 0:00:00","False","","","","","","","","False","","","","","0"
"00-2462","分娩監視装置","","","","","MT-5700","9315A68","西１階","0221450","分娩監視装置","095800","トーイツ","西１階","","分娩監視装置","","","固定資産","2008/09/30 0:00:00","False","","","","","","","","False","","","","","0"
"00-2461","分娩台","","","","","LDR-7000","1910717","西１階","0301040","専用診療・処置台","014300","アトムメディカル","西１階","","分娩台","","","固定資産","2009/03/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2460","胎児監視装置　受信機","","","","","MT-201","9014B77","新　東4階(産婦人科)","0221440","新生児モニタ","095800","トーイツ","新　東4階(産婦人科)","","胎児監視装置","","","固定資産","2006/03/31 0:00:00","False","","","","","","","","False","","","","","0"
"00-2459","胎児監視装置　送信機","","","","","MT-205","9017C08","新　東4階(産婦人科)","0221440","新生児モニタ","095800","トーイツ","新　東4階(産婦人科)","CH5074","胎児監視装置","","","固定資産","2006/03/31 0:00:00","False","","","","","","","","False","","","","","0"
"00-2458","胎児監視装置　ACパワーアダプター","","","","","MT-202","9017C08","西１階","0221440","新生児モニタ","095800","トーイツ","西１階","","胎児監視装置","","","固定資産","2006/03/31 0:00:00","False","","","","","","","","False","","","","","0"
"00-2455","自動血圧計","","","","","BP-203RVⅡ","5031231","西１階","0218030","血圧モニタ","109400","日本コーリン","西１階","","自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2453","吸引器","","","","","D-34","71-513","西１階","0332000","吸引器","014300","アトムメディカル","西１階","","吸引器","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2451","洗髪車","","","","","Ⅱ型","6046974","西１階","1296050","什器備品","014300","アトムメディカル","西１階","","洗髪車","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2446","低圧持続吸引器","2008/10/27 10:21:00","","","","メラ サキューム MS-008","287787","ICU","0332020","低圧持続吸引器","074800","泉工医科工業","ICU","","低圧持続吸引器","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2433","吸引器","","","","","D-58","1032905","東６","0332000","吸引器","014300","アトムメディカル","東６","","吸引器","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2432","吸引器","","","","","EP-1500","701075","東６","0332000","吸引器","134700","ブルークロス","東６","","吸引器(エマジン小型吸引器)","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2430","自動血圧計","","","","","BP-103i","008871","東６","0218030","血圧モニタ","033820","オムロンコーリン","東６","","自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2428","デジタル自動血圧計","","","","","HEM-741C","","東５","0218010","電子血圧計","033800","オムロン","東５","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2427","デジタル自動血圧計","","","","","HEM-741C","4901379L","東５","0218010","電子血圧計","033800","オムロン","東５","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2426","ACE エアーマット","","","","","","06-46378","東５","0301060","エアマット","100300","ナビス","東５","","ACE エアーマット","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2425","ACE エアーマット","","","","","","02-79349","東５","0301060","エアマット","100300","ナビス","東５","","ACE エアーマット","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2424","自動血圧計","","","","","BP-103i","008880","東５","0218030","血圧モニタ","033820","オムロンコーリン","東５","","自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2423","超音波診断装置","2023/03/30 10:21:00","","123","新　中央処置室","LOGIQ 200 MD","100714SM5","消化器内科","0212000","超音波画像診断装置","002520","GEヘルスケア・ジャパン","新　中央処置室","","超音波診断装置","","00001575-00","固定資産","2009/03/30 0:00:00","False","","","","","","","","False","","","","","0"
"00-2419","オキシパルス","","","","","NEO-100","701112104","東４","0217400","オキシメータ","024000","エア・ウォーター","東４","","オキシパルス","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2416","デジタル体重計","","","","","AD-6105W","N0201638","東４","0324000","身体測定用具","024400","エイアンドティー","東４","","体重計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2414","洗髪車","","","","","AS-38","35807","東３","1296000","医療用什器備品","094550","東洋医理科","東３","","洗髪車","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2408","製氷機","","","","","IM-35L-1","E06723","東３","1296050","什器備品","138500","ホシザキ電機","東３","","製氷機","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2407","電子血圧計","","","","","CH-308B","003590","東３","0218010","電子血圧計","063900","シチズン・システムズ","東３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2406","デジタル自動血圧計","","","","","HEM-741C","","東３","0218010","電子血圧計","033800","オムロン","東３","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2405","電子血圧計","","","","","H-55","06-H10              06-H100003            ","東３","0218010","電子血圧計","090000","テルモ","東３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2404","電子血圧計","","","","","H-55","07-D26              07-D260190                  ","東３","0218010","電子血圧計","090000","テルモ","東３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2403","電子血圧計","","","","","H-55","07-D26              07-D260187                   ","東３","0218010","電子血圧計","090000","テルモ","東３","","電子血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2402","デジタル自動血圧計","","","","","HEM-770A","3804073L","東３","0218010","電子血圧計","033800","オムロン","東３","","デジタル自動血圧計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2401","清拭車","","","","","NS-910","9032017","東３","1296050","什器備品","014300","アトムメディカル","東３","","清拭車","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2400","清拭車","","","","","NS-910","6100204","東３","1296050","什器備品","014300","アトムメディカル","東３","","清拭車","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2395","膝用ＣＰＭスペクトラ","","","","","CPM-SP100","166KX162","東１","0658400","運動訓練装置","055000","酒井医療","東１","","膝用ＣＰＭスペクトラ","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2394","無影灯","","","","","","","東１","0302000","手術用照明器","156400","山田医療照明","東１","","無影灯","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2393","シャウカステン（移動型）","","","","","","","東１","0184000","画像診断用観察装置","078800","大協器械製作所","東１","","シャウカステン（移動型）","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2392","清拭車","","","","","NS-910","2B1426","東１","1296050","什器備品","014300","アトムメディカル","東１","","清拭車","","","固定資産","1991/03/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2391","製氷機","","","","","IM-35L-1","C24402","東１","1296050","什器備品","138500","ホシザキ電機","東１","","製氷機","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2389","デジタル体重計","","","","","NSK-155","41500","東１","0324000","身体測定用具","098400","中川誠光堂","東１","","デジタル体重計","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2387","冷却療法用器具（アイシングシステム）","","","","","CF3000","09C0616","東１","0612820","低温治療器","110200","日本シグマックス","東１","","冷却療法用器具（アイシングシステム）","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2386","ネブライザー","","","","","NE-U12","70700805","東１","0376000","超音波ネブライザ","033800","オムロン","東１","","ネブライザー","","","固定資産","1998/01/14 0:00:00","False","","","","","","","","False","","","","",""
"00-2384","不明","","","","","","","不明","9999999","不明","9999999","不明","不明","","不明","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2383","超低温槽","","","","","ESL-530UFA","","管理棟１F","1296000","医療用途什器備品","9999999","不明","管理棟１F","","超低温槽","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2382","超低温フリーザー","","","","","MDF-U441","","管理棟１F","1296000","医療用途什器備品","059600","三洋電機","管理棟１F","","超低温フリーザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2381","バイオメディカルフレーザー","","","","","MDF-U537","","管理棟１F","0828500","検体検査用定温器","059600","三洋電機","管理棟１F","","バイオメディカルフレーザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2378","ガンマカメラシステム","","","","","E.CAN","","外来検査室","0110000","ガンマカメラ","094000","東芝メディカルシステムズ","外来検査室","","ガンマカメラシステム","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2377","超低温槽","","","","","ESL-530UFA","H12.7","管理棟１F","1296000","医療用途什器備品","9999999","不明","管理棟１F","","超低温槽","","","固定資産","1992/03/27 0:00:00","False","","","","","","","","False","","","","",""
"00-2376","超低温フリーザー","","","","","MDF-U441","","管理棟１F","1296000","医療用途什器備品","059600","三洋電機","管理棟１F","","超低温フリーザー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2375","バイオメディカルフレーザー","","","","","MDF-U537","0303342","管理棟１F","0828500","検体検査用定温器","059600","三洋電機","管理棟１F","","バイオメディカルフレーザー","","1006-16","固定資産","","False","","","","","","","","False","","","","",""
"00-2372","ガンマカメラシステム","","","","","E.CAN","＊","ＲＩ棟","0110000","ガンマカメラ","094000","東芝メディカルシステムズ","ＲＩ棟","","ガンマカメラシステム","","00001002-85","固定資産","2000/04/01 0:00:00","False","","","","","","","","False","","","","","0"
"00-2371","シャウカステン","","","","","","","ＲＩ棟","0184000","画像診断用観察装置","148400","美和医療電機","ＲＩ棟","","シャウカステン","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2370","キューリメーター","","","","","IGC-3","","ＲＩ棟","0109420","診断用Ｘ線関連装置","018400","アロカ","ＲＩ棟","","キューリメーター","","","固定資産","1982/03/23 0:00:00","False","","","","","","","","False","","","","",""
"00-2369","シールドユニット","","","","","","","ＲＩ棟","0111000","放射線防護用器具","9999999","不明","ＲＩ棟","","シールドユニット","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2368","ドラフトチャンバー","","","","","","","ＲＩ棟","1296000","医療用途什器備品","9999999","不明","ＲＩ棟","","ドラフトチャンバー","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2366","運動負荷用血圧監視装置","","","","","FB-300 ","36090703","ＲＩ棟","0221220","その他の心電計","130800","フクダ電子","ＲＩ棟","","運動負荷用血圧監視装置","","","固定資産","2004/10/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2365","ストレステストシステム","","","","","ML-6500","36080347","ＲＩ棟","0221220","その他の心電計","130800","フクダ電子","ＲＩ棟","","ストレステストシステム","00-2364","1007-05","固定資産","2004/10/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2364","医用トレッドミル","","","","","MAT-2200","3690088","ＲＩ棟","1296000","医療用途什器備品","130800","フクダ電子","ＲＩ棟","","医用トレッドミル","00-2364","","固定資産","","False","","","","","","","","False","","","","",""
"00-2363","遠心器","","","","","H-103N","","ＲＩ棟","0826000","検体遠心機","050800","コクサン","ＲＩ棟","","卓上遠心器","","","固定資産","","False","","","","","","","","False","","","","",""
"00-2362","ドラフトチャンバー","","","","","","","ＲＩ棟","1296000","医療用途什器備品","9999999","不明","ＲＩ棟","","ドラフトチャンバー","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2361","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2360","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2359","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1999/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2358","電動リモートコントロールベッド","","","","","KA-5031","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2357","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2356","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1994/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2355","電動リモートコントロールベッド","","","","","KA-513","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2354","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2353","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2352","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2351","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","2005/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2350","電動リモートコントロールベッド","","","","","KA-9800A","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2349","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2348","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2347","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2346","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1992/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2345","電動リモートコントロールベッド","","","","","KA-498","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2344","ハイロー2クランクギャッチベッド","","","","","KA-563","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2343","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2342","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1992/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2341","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2340","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2339","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1991/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2338","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2337","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1990/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2336","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1990/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2335","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1992/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2334","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","2002/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2333","3モーターベッド","","","","","","","西５","1190000","電動ベッド","061300","シーホネンス","西５","","3モーターベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2332","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1998/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2331","電動リモートコントロールベッド","","","","","KA-5130","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1999/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2330","電動リモートコントロールベッド","","","","","KA-5031","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1990/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2329","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2328","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1990/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2327","電動リモートコントロールベッド","","","","","KA-563","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1993/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2326","電動リモートコントロールベッド","","","","","KA-513","","西５","1190000","電動ベッド","125000","パラマウントベッド","西５","","電動リモートコントロールベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2325","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2324","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2323","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2322","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2321","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2320","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1989/04/01 0:00:00","False","","","","","","","","False","","","","",""
"00-2319","ハイロー2クランクギャッチベッド","","","","","KA-498","","西５","1190010","機械式ベッド","125000","パラマウントベッド","西５","","ハイロー2クランクギャッチベッド","","","固定資産","1999/04/01 0:00:00","False","","","","","","","","False","","","","",""
